þ.e.	as	þ.e.
það	fphen	það
er	sfg3en	vera
einhverjum	fovfþ	einhver
(	(	(
samfélagslegum	lvfþsf	samfélagslegur
)	)	)
staðreyndum	nvfþ	staðreynd
.	.	.
Þessar	favfn	þessi
samfélagslegu	lvfnvf	samfélagslegur
staðreyndir	nvfn	staðreynd
geta	sfg3fn	geta
verið	ssg	vera
sett	lhfnsf	settur
lög	nhfn	lag
,	,	,
venjur	nvfn	venja
,	,	,
fordæmi	nhfn	fordæmi
eða	c	eða
hvaðeina	fohen	hvaðeina
annað	fohen	annar
sem	ct	sem
samfélagið	nheng	samfélag
viðurkennir	sfg3en	viðurkenna
sem	c	sem
bindandi	slg	binda
við	ao	við
lagalega	lveosf	lagalegur
niðurstöðu	nveo	niðurstaða
.	.	.
Rifjum	sfg1fn	rifja
nú	aa	nú
upp	aa	upp
hvað	fshen	hver
samfélagslegar	lvfnsf	samfélagslegur
staðreyndir	nvfn	staðreynd
eru	sfg3fn	vera
.	.	.
Samfélagslegar	lvfnsf	samfélagslegur
staðreyndir	nvfn	staðreynd
(	(	(
eins	aa	eins
og	c	og
t.d.	as	t.d.
peningar	nkfn	peningur
,	,	,
landamæri	nhfn	landamæri
eða	c	eða
lög	nhfn	lag
)	)	)
grundvallast	sfm3fn	grundvalla
á	aþ	á
sameiginlegri	lveþsf	sameiginlegur
afstöðu	nveþ	afstaða
fólks	nhee	fólk
.	.	.
Án	ae	án
þessarar	favee	þessi
afstöðu	nvee	afstaða
væru	svg3fþ	vera
peningaseðlar	nkfn	peningaseðill
aðeins	aa	aðeins
bréfsneplar	nkfn	bréfsnepill
með	aþ	með
bleki	nheþ	blek
á	aa	á
en	c	en
ekki	aa	ekki
gjaldmiðill	nken	gjaldmiðill
og	c	og
skiptanlegir	lkfnsf	skiptanlegur
í	ao	í
vöru	nveo	vara
,	,	,
verk	nheo	verk
eða	c	eða
þjónustu	nveo	þjónusta
.	.	.
Með	aþ	með
sama	fbkeþ	sami
hætti	nkeþ	háttur
hljóta	sfg3fn	hljóta
þær	favfn	sá
samfélagslegu	lvfnvf	samfélagslegur
staðreyndir	nvfn	staðreynd
sem	ct	sem
liggja	sfg3fn	liggja
til	ae	til
grundvallar	nkee	grundvöllur
lögunum	nhfþg	lag
að	cn	að
markast	snm	marka
af	aþ	af
sameiginlegri	lveþsf	sameiginlegur
afstöðu	nveþ	afstaða
,	,	,
eða	c	eða
með	aþ	með
öðrum	fohfþ	annar
orðum	nhfþ	orð
því	faheþ	sá
sem	ct	sem
almennt	aa	almennt
er	sfg3en	vera
viðurkennt	lhensf	viðurkenndur
í	aþ	í
tilteknu	lheþsf	tiltekinn
samfélagi	nheþ	samfélag
.	.	.
Lögin	nhfng	lag
eru	sfg3fn	vera
því	aa	því
viðmið	nhfn	viðmið
sem	ct	sem
ályktað	sþghen	álykta
er	sfg3en	vera
um	aa	um
með	aþ	með
vísan	nveþ	vísan
til	ae	til
einhvers	fohee	einhver
þess	fahee	sá
sem	ct	sem
almennt	aa	almennt
er	sfg3en	vera
viðurkennt	lhensf	viðurkenndur
í	aþ	í
tilteknu	lheþsf	tiltekinn
samfélagi	nheþ	samfélag
.	.	.
Fullyrðinguna	nveog	fullyrðing
um	ao	um
að	c	að
lögin	nhfng	lag
grundvallist	svm3fn	grundvalla
á	aþ	á
samfélagslegum	lvfþsf	samfélagslegur
staðreyndum	nvfþ	staðreynd
má	sfg3en	mega
þannig	aa	þannig
umorða	sng	umorða
á	ao	á
þá	faveo	sá
leið	nveo	leið
að	c	að
lögin	nhfng	lag
grundvallist	svm3fn	grundvalla
á	aþ	á
því	faheþ	sá
sem	ct	sem
almennt	aa	almennt
er	sfg3en	vera
viðurkennt	lhensf	viðurkenndur
í	aþ	í
tilteknu	lheþsf	tiltekinn
samfélagi	nheþ	samfélag
.	.	.
Þessar	favfn	þessi
samfélagslegu	lvfnvf	samfélagslegur
staðreyndir	nvfn	staðreynd
eru	sfg3fn	vera
þá	aa	þá
uppsprettur	nvfn	uppspretta
eða	c	eða
heimildir	nvfn	heimild
réttarins	nkeeg	réttur
,	,	,
þ.e.	as	þ.e.
réttarheimildirnar	nvfng	réttarheimild
(	(	(
e.	as	e.
sources	e	sources
of	e	of
law	e	law
)	)	)
.	.	.
Frá	aþ	frá
sjónarhóli	nkeþ	sjónarhóll
vildarréttar	nkee	vildarréttur
eru	sfg3fn	vera
réttarheimildirnar	nvfng	réttarheimild
ekkert	fohen	enginn
annað	fohen	annar
en	c	en
allt	fohen	allur
það	fahen	sá
sem	ct	sem
almennt	aa	almennt
er	sfg3en	vera
viðurkennt	lhensf	viðurkenndur
sem	ct	sem
grundvöllur	nken	grundvöllur
lagalegs	lheesf	lagalegur
viðmiðs	nhee	viðmið
.	.	.
Ef	c	ef
lagahugtak	nhen	lagahugtak
vildarréttar	nkee	vildarréttur
er	sfg3en	vera
rétt	lhensf	réttur
getum	sfg1fn	geta
við	fp1fn	ég
þannig	aa	þannig
ályktað	ssg	álykta
um	ao	um
lög	nhfo	lag
með	aþ	með
vísan	nveþ	vísan
til	ae	til
þess	fahee	sá
sem	ct	sem
er	sfg3en	vera
almennt	aa	almennt
viðurkennt	lhensf	viðurkenndur
án	ae	án
þess	fphee	það
að	cn	að
styðjast	snm	styðja
við	ao	við
siðferðilegt	lheosf	siðferðilegur
gildismat	nheo	gildismat
.	.	.
Frá	aþ	frá
sjónarhóli	nkeþ	sjónarhóll
vildarréttar	nkee	vildarréttur
geta	sfg3fn	geta
lögin	nhfng	lag
ekki	aa	ekki
þjónað	ssg	þjóna
því	faheþ	sá
hlutverki	nheþ	hlutverk
(	(	(
eða	c	eða
haft	ssg	hafa
það	faheo	sá
einkenni	nheo	einkenni
)	)	)
að	cn	að
hafa	sng	hafa
úrslitaáhrif	nhfo	úrslitaáhrif
á	ao	á
háttsemi	nveo	háttsemi
fólks	nhee	fólk
ef	c	ef
ályktanir	nvfn	ályktun
um	ao	um
lög	nhfo	lag
eru	sfg3fn	vera
háðar	lvfnsf	háður
siðferðilegu	lheþsf	siðferðilegur
mati	nheþ	mat
hvers	fokee	hver
og	c	og
eins	fokee	einn
.	.	.
Þetta	fahen	þessi
einkenni	nhen	einkenni
laganna	nhfeg	lag
hlýtur	sfg3en	hljóta
því	fpheþ	það
að	cn	að
ráða	sng	ráða
úrslitum	nhfþ	úrslit
.	.	.
5.1.1	ta	5.1.1
Vandkvæði	nhfn	vandkvæði
við	ao	við
siðferðilega	lveosf	siðferðilegur
hlutlausa	lveosf	hlutlaus
lýsingu	nveo	lýsing
á	aþ	á
lögunum	nhfþg	lag
Lagahugtak	nhen	lagahugtak
vildarréttar	nkee	vildarréttur
fellur	sfg3en	falla
í	aþ	í
ýmsum	fohfþ	ýmis
atriðum	nhfþ	atriði
illa	aa	illa
að	aþ	að
því	faheþ	sá
sem	ct	sem
almennt	aa	almennt
er	sfg3en	vera
kallað	sþghen	kalla
lög	nhfn	lag
.	.	.
Í	aþ	í
fyrsta	lheþve	fyrstur
lagi	nheþ	lag
þurfa	sfg3fn	þurfa
dómarar	nkfn	dómari
og	c	og
aðrir	fokfn	annar
sem	ct	sem
fást	sfm3fn	fá
við	ao	við
lög	nhfo	lag
stundum	aa	stundum
að	cn	að
skera	sng	skera
úr	aþ	úr
álitaefnum	nhfþ	álitaefni
um	ao	um
«	«	«
lög	nhfo	lag
»	»	»
við	ao	við
aðstæður	nvfo	aðstæður
þar	aa	þar
sem	c	sem
ekkert	fohen	enginn
er	sfg3en	vera
almennt	aa	almennt
viðurkennt	lhensf	viðurkenndur
.	.	.
Vildarréttarfræðingar	nkfn	vildarréttarfræðingur
gera	sfg3fn	gera
sér	fpkfþ	sig
fulla	lveosf	fullur
grein	nveo	grein
fyrir	aþ	fyrir
því	fpheþ	það
að	c	að
ekki	aa	ekki
verður	sfg3en	verða
alltaf	aa	alltaf
skorið	sþghen	skera
úr	aa	úr
um	ao	um
allan	fokeo	allur
ágreining	nkeo	ágreiningur
um	ao	um
lagaleg	lhfosf	lagalegur
réttindi	nhfo	réttindi
og	c	og
skyldur	nvfo	skylda
með	aþ	með
vísan	nveþ	vísan
til	ae	til
heimilda	nvfe	heimild
.	.	.
Svar	nhen	svar
vildarréttarins	nkeeg	vildarréttur
getur	sfg3en	geta
hins	fakee	hinn
vegar	nkee	vegur
ekki	aa	ekki
verið	ssg	vera
annað	fohen	annar
en	c	en
að	c	að
í	aþ	í
þessum	fahfþ	þessi
tilvikum	nhfþ	tilvik
sé	svg3en	vera
niðurstaðan	nveng	niðurstaða
í	aþ	í
raun	nveþ	raun
ekki	aa	ekki
byggð	sþgven	byggja
á	aþ	á
lögum	nhfþ	lag
heldur	c	heldur
einhverju	foheþ	einhver
öðru	foheþ	annar
,	,	,
svo	aa	svo
sem	c	sem
siðferðilegu	lheþsf	siðferðilegur
mati	nheþ	mat
.	.	.
Ákvæði	nhen	ákvæði
eins	aa	eins
og	c	og
61.	ta	61.
gr.	as	gr.
íslensku	lveevf	íslenskur
stjórnarskrárinnar	nveeg	stjórnarskrá
um	ao	um
að	c	að
dómendur	nkfn	dómandi
skuli	svg3fn	skulu
einungis	aa	einungis
fara	sng	fara
eftir	aþ	eftir
lögunum	nhfþg	lag
er	sfg3en	vera
þannig	aa	þannig
,	,	,
þegar	c	þegar
betur	aam	vel
er	sfg3en	vera
að	aa	að
gáð	sþghen	gá
,	,	,
óframkvæmanlegt	lhensf	óframkvæmanlegur
,	,	,
ef	c	ef
lagahugtak	nhen	lagahugtak
vildarréttarins	nkeeg	vildarréttur
er	sfg3en	vera
lagt	sþghen	leggja
til	ae	til
grundvallar	nkee	grundvöllur
.	.	.
Stundum	aa	stundum
geta	sfg3fn	geta
dómendur	nkfn	dómandi
ekki	aa	ekki
farið	ssg	fara
«	«	«
einungis	aa	einungis
eftir	aþ	eftir
lögunum	nhfþg	lag
»	»	»
og	c	og
hljóta	sfg3fn	hljóta
þá	aa	þá
að	cn	að
líta	sng	líta
til	ae	til
annarra	fohfe	annar
viðmiða	nhfe	viðmið
við	ao	við
úrlausnir	nvfo	úrlausn
sínar	fevfo	sinn
.	.	.
Nútíma	nkee	nútími
vildarréttur	nken	vildarréttur
fellur	sfg3en	falla
í	aþ	í
öðru	foheþ	annar
atriði	nheþ	atriði
illa	aa	illa
að	aþ	að
því	faheþ	sá
sem	ct	sem
við	fp1fn	ég
almennt	aa	almennt
köllum	sfg1fn	kalla
lög	nhfo	lag
og	c	og
lagalegar	lvfosf	lagalegur
niðurstöður	nvfo	niðurstaða
.	.	.
Þær	fpvfn	hún
samfélagslegu	lvfnvf	samfélagslegur
staðreyndir	nvfn	staðreynd
sem	ct	sem
liggja	sfg3fn	liggja
til	ae	til
grundvallar	nkee	grundvöllur
ályktunum	nvfþ	ályktun
um	ao	um
réttareglur	nvfo	réttaregla
eru	sfg3fn	vera
ekki	aa	ekki
óhagganlegar	lvfnsf	óhagganlegur
.	.	.
Það	fahen	sá
sem	ct	sem
er	sfg3en	vera
almennt	aa	almennt
viðurkennt	lhensf	viðurkenndur
á	aþ	á
einum	fokeþ	einn
tíma	nkeþ	tími
kann	sfg3en	kunna
að	cn	að
vera	sng	vera
annað	fohen	annar
en	c	en
það	fahen	sá
sem	ct	sem
er	sfg3en	vera
almennt	aa	almennt
viðurkennt	lhensf	viðurkenndur
á	aþ	á
öðrum	fokeþ	annar
.	.	.
Þótt	c	þótt
vildarréttur	nken	vildarréttur
hafni	svg3en	hafna
því	fpheþ	það
ekki	aa	ekki
að	c	að
breytingar	nvfn	breyting
sem	ct	sem
þessar	favfn	þessi
geti	svg3fn	geta
orðið	ssg	verða
,	,	,
færir	sfg3en	færa
hann	fpken	hann
ekki	aa	ekki
fram	aa	fram
neinar	fovfo	neinn
skýringar	nvfo	skýring
á	aþ	á
því	fpheþ	það
hvers	fshee	hver
vegna	ae	vegna
þær	fpvfn	hún
hafa	sfg3fn	hafa
orðið	ssg	verða
og	c	og
munu	sfg3fn	munu
halda	sng	halda
áfram	aa	áfram
að	cn	að
verða	sng	verða
.	.	.
Frá	aþ	frá
sjónarhóli	nkeþ	sjónarhóll
vildarréttar	nkee	vildarréttur
eru	sfg3fn	vera
breytingar	nvfn	breyting
á	aþ	á
afstöðu	nveþ	afstaða
manna	nkfe	maður
til	ae	til
þess	fphee	það
hvað	fshen	hver
telst	sfm3en	telja
lög	nhfn	lag
(	(	(
eða	c	eða
réttarheimildir	nvfn	réttarheimild
)	)	)
líkt	aa	líkt
og	c	og
þróun	nven	þróun
tegundanna	nvfeg	tegund
eða	c	eða
efnabreytingar	nvfn	efnabreyting
í	aþ	í
tilraunaglasi	nheþ	tilraunaglas
.	.	.
Frá	aþ	frá
sjónarhóli	nkeþ	sjónarhóll
vildarréttar	nkee	vildarréttur
er	sfg3en	vera
þannig	aa	þannig
algerlega	aa	algerlega
litið	sþghen	líta
framhjá	aþ	framhjá
því	fpheþ	það
að	c	að
breytingar	nvfn	breyting
sem	ct	sem
þessar	favfn	þessi
hafa	sfg3fn	hafa
yfirleitt	aa	yfirleitt
komið	ssg	koma
til	aa	til
vegna	ae	vegna
afstöðu	nvee	afstaða
manna	nkfe	maður
til	ae	til
þess	fphee	það
hvaða	fshfn	hvaða
viðmið	nhfn	viðmið
eigi	svg3fn	eiga
að	cn	að
gilda	sng	gilda
um	ao	um
háttsemi	nveo	háttsemi
þeirra	fpkfe	hann
og	c	og
annarra	fokfe	annar
.	.	.
Ásta	nven-s	Ásta
lét	sfg3eþ	láta
alla	fokfo	allur
dýrgripina	nkfog	dýrgripur
inn	aa	inn
í	ao	í
skotið	nheog	skot
og	c	og
fór	sfg3eþ	fara
svo	aa	svo
heim	aa	heim
aftur	aa	aftur
.	.	.
Mamma	nven	mamma
var	sfg3eþ	vera
ekki	aa	ekki
ánægð	lvensf	ánægður
með	ao	með
hvað	fshen	hver
hún	fpven	hún
kom	sfg3eþ	koma
seint	aa	seint
heim	aa	heim
en	c	en
Ástu	nveþ-s	Ásta
var	sfg3eþ	vera
alveg	aa	alveg
sama	fbhen	sami
því	fpheþ	það
að	c	að
hún	fpven	hún
var	sfg3eþ	vera
svo	aa	svo
spennt	lvensf	spenntur
að	cn	að
segja	sng	segja
Eyvöru	nveþ-s	Eyvör
frá	aþ	frá
uppgötvun	nveþ	uppgötvun
sinni	feveþ	sinn
.	.	.
Næsta	lkeove	næstur
dag	nkeo	dagur
fóru	sfg3fþ	fara
þær	fpvfn	hún
saman	aa	saman
að	aþ	að
hellinum	nkeþg	hellir
og	c	og
Eyvör	nven-s	Eyvör
var	sfg3eþ	vera
fljót	lvensf	fljótur
að	cn	að
ákveða	sng	ákveða
að	c	að
þetta	fahen	þessi
yrði	svg3eþ	verða
leynistaðurinn	nkeng	leynistaður
þeirra	fpvfe	hún
.	.	.
Þarna	aa	þarna
gætu	svg3fþ	geta
þær	fpvfn	hún
talað	ssg	tala
saman	aa	saman
í	aþ	í
ró	nveþ	ró
og	c	og
næði	nheþ	næði
og	c	og
geymt	ssg	geyma
hluti	nkfo	hlutur
og	c	og
það	fphen	það
væri	svg3eþ	vera
harðbannað	sþghen	harðbanna
að	cn	að
segja	sng	segja
nokkrum	fokeþ	nokkur
manni	nkeþ	maður
frá	aþ	frá
því	fpheþ	það
hvar	aa	hvar
leynistaðurinn	nkeng	leynistaður
væri	svg3eþ	vera
.	.	.
Það	fphen	það
var	sfg3eþ	vera
meira	lheovm	mikill
að	cn	að
segja	sng	segja
bannað	sþghen	banna
að	cn	að
segja	sng	segja
frá	aþ	frá
því	fpheþ	það
að	c	að
þær	fpvfn	hún
ættu	svg3fþ	eiga
leynistað	nkeo	leynistaður
.	.	.
Ásta	nven-s	Ásta
hafði	sfg3eþ	hafa
nokkrum	fohfþ	nokkur
sinnum	nhfþ	sinn
hugsað	ssg	hugsa
um	ao	um
leynistaðinn	nkeog	leynistaður
eftir	ao	eftir
að	c	að
Eyvör	nven-s	Eyvör
fór	sfg3eþ	fara
á	ao	á
spítalann	nkeog	spítali
en	c	en
langaði	sfg3eþ	langa
lítið	aa	lítið
að	cn	að
fara	sng	fara
þangað	aa	þangað
.	.	.
Henni	fpveþ	hún
fannst	sfm3eþ	finna
vont	lhensf	vondur
að	cn	að
hugsa	sng	hugsa
til	ae	til
þess	fphee	það
að	c	að
Eyvör	nven-s	Eyvör
gæti	svg3eþ	geta
aldrei	aa	aldrei
aftur	aa	aftur
komið	ssg	koma
á	ao	á
leynistaðinn	nkeog	leynistaður
og	c	og
daginn	nkeog	dagur
áður	aa	áður
hafði	sfg3eþ	hafa
hún	fpven	hún
eiginlega	aa	eiginlega
ákveðið	ssg	ákveða
að	cn	að
fara	sng	fara
aldrei	aa	aldrei
þangað	aa	þangað
aftur	aa	aftur
.	.	.
Það	fphen	það
var	sfg3eþ	vera
of	aa	of
erfitt	lhensf	erfiður
og	c	og
gæti	svg3eþ	geta
aldrei	aa	aldrei
orðið	ssg	verða
skemmtilegt	lhensf	skemmtilegur
án	ae	án
Eyvarar	nvee-s	Eyvör
.	.	.
Nú	aa	nú
myndi	svg3eþ	munu
hún	fpven	hún
samt	aa	samt
þurfa	sng	þurfa
að	cn	að
fara	sng	fara
þangað	aa	þangað
því	fpheþ	það
að	c	að
hún	fpven	hún
varð	sfg3eþ	verða
auðvitað	aa	auðvitað
að	cn	að
gera	sng	gera
eins	aa	eins
og	c	og
Eyvör	nven-s	Eyvör
bað	sfg3eþ	biðja
hana	fpveo	hún
.	.	.
Það	fphen	það
var	sfg3eþ	vera
skrýtið	lhensf	skrýtinn
að	cn	að
fá	sng	fá
skilaboð	nhfo	skilaboð
frá	aþ	frá
henni	fpveþ	hún
núna	aa	núna
þegar	c	þegar
hún	fpven	hún
var	sfg3eþ	vera
dáin	lvensf	dáinn
.	.	.
Og	c	og
hún	fpven	hún
gat	sfg3eþ	geta
ekki	aa	ekki
annað	foheo	annar
en	c	en
velt	ssg	velta
fyrir	aþ	fyrir
sér	fpveþ	sig
hvaða	fsken	hvaða
lykill	nken	lykill
þetta	fahen	þessi
væri	svg3eþ	vera
eiginlega	aa	eiginlega
